time,x,y,z,w0,w1,w2,w3,vx,vy,vz,roll,pitch,yaw
0,0.10098350201425947,-0.0009997958498378368,0,0.0,0.0,-0.03249427894798476,0.9994719214843659,0.0,0.0,0.0,0,0,0.0
0,0.10896660796362988,-0.0015194297605160977,0,0.0,0.0,-0.049979169270678345,0.9987502603949663,0.0,0.0,0.0,0,0,0.0
0,0.11692664128585409,-0.0023180970936907234,0,0.0,0.0,-0.07492970727274237,0.9971888181122075,0.0,0.0,0.0,0,0,0.0
0,0.12483680990934243,-0.0035136021534795175,0,0.0,0.0,-0.10977830083717484,0.9939560979566968,0.0,0.0,0.0,0,0,0.0
0,0.13264398950398726,-0.005259439138126473,0,0.0,0.0,-0.15190959059959475,0.9883943930860107,0.0,0.0,0.0,0,0,0.0
0,0.14027476512452908,-0.007661784539800567,0,0.0,0.0,-0.20111887384607313,0.9795668423251612,0.0,0.0,0.0,0,0,0.0
0,0.14762758430185527,-0.010813934622766811,0,0.0,0.0,-0.2546637760871525,0.9670296588776544,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760303,0.9507963789140532,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.3098164712276031,0.9507963789140532,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1545899260802398,-0.014754213415055683,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.15499393983439588,-0.015048785794026819,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.15580196734270804,-0.01563793055196909,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1566099948510202,-0.01622707530991136,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.15741802235933236,-0.016816220067853632,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.15822604986764452,-0.017405364825795903,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.15943809113011276,-0.018289081962709307,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1618621736550492,-0.020056516236536117,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.16590231119660998,-0.023002240026247466,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.17115449000063895,-0.026831680952872222,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.17761871006713617,-0.031544839016410385,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.1852949713961016,-0.03714171421686195,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.19458728774169134,-0.04391687893319806,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.20509164534974933,-0.05157576078644757,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.21680804422027553,-0.060118359776610494,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.23014049810742604,-0.06983924828265796,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.24468499325704476,-0.08044385392561883,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.2604415296691317,-0.0919321767054931,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.2774101073436869,-0.10430421662228077,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.2951867125265542,-0.11726540129701071,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.31296331770942154,-0.13022658597174067,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.3307399228922889,-0.14318777064647062,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.3485165280751562,-0.15614895532120057,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.36629313325802354,-0.16911013999593053,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.3840697384408909,-0.18207132467066048,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.4018463436237582,-0.19503250934539043,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.41962294880662554,-0.20799369402012038,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.4373995539894929,-0.22095487869485034,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.4551761591723602,-0.2339160633695803,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.47295276435522754,-0.24687724804431024,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.4907293695380949,-0.25983843271904017,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.5085059747209623,-0.2727996173937701,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.5262825799038297,-0.2857608020685001,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.544059185086697,-0.29872198674323003,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.5618357902695644,-0.31168317141796,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.5796123954524318,-0.32464435609268993,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.5973890006352992,-0.3376055407674199,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.6151656058181666,-0.35056672544214984,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.632942211001034,-0.3635279101168798,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.6507188161839014,-0.37648909479160975,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.6684954213667688,-0.3894502794663397,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.6862720265496361,-0.40241146414106965,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.7040486317325035,-0.4153726488157996,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.7218252369153709,-0.42833383349052956,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.7396018420982383,-0.4412950181652595,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.7573784472811057,-0.45425620283998946,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.7751550524639731,-0.4672173875147194,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.7929316576468405,-0.48017857218944937,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.8107082628297079,-0.4931397568641793,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.8284848680125753,-0.5061009415389093,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.8462614731954426,-0.5190621262136392,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.86403807837831,-0.5320233108883692,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.8818146835611774,-0.5449844955630991,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.8995912887440448,-0.5579456802378291,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.9173678939269122,-0.570906864912559,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.9351444991097796,-0.583868049587289,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.952921104292647,-0.596829234262019,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.9706977094755144,-0.6097904189367489,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,0.9884743146583818,-0.6227516036114789,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.006250919841249,-0.6357127882862088,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.0240275250241164,-0.6486739729609388,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.0418041302069838,-0.6616351576356687,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.0595807353898512,-0.6745963423103987,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.0773573405727186,-0.6875575269851286,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.095133945755586,-0.7005187116598586,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.1129105509384534,-0.7134798963345885,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.1306871561213208,-0.7264410810093185,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.1484637613041881,-0.7394022656840484,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.1662403664870555,-0.7523634503587784,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.184016971669923,-0.7653246350335083,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.2017935768527903,-0.7782858197082383,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.2195701820356577,-0.7912470043829682,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.237346787218525,-0.8042081890576982,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.2551233924013925,-0.8171693737324282,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.2728999975842599,-0.8301305584071581,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.2906766027671273,-0.8430917430818881,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.3084532079499946,-0.856052927756618,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.326229813132862,-0.869014112431348,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.3440064183157294,-0.8819752971060779,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.3617830234985968,-0.8949364817808079,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.3795596286814642,-0.9078976664555378,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.3973362338643316,-0.9208588511302678,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.415112839047199,-0.9338200358049977,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.4328894442300664,-0.9467812204797277,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.4506660494129338,-0.9597424051544576,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.4684426545958011,-0.9727035898291876,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.4862192597786685,-0.9856647745039175,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.503995864961536,-0.9986259591786475,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.5217724701444033,-1.0115871438533774,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.5395490753272707,-1.0245483285281074,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.557325680510138,-1.0375095132028374,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.5751022856930055,-1.0504706978775673,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.5928788908758729,-1.0634318825522973,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.6106554960587403,-1.0763930672270272,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.6284321012416076,-1.0893542519017572,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.646208706424475,-1.1023154365764871,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.6639853116073424,-1.115276621251217,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.6817619167902098,-1.128237805925947,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.6995385219730772,-1.141198990600677,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
0,1.7173151271559446,-1.154160175275407,0,0.0,0.0,-0.30981647122760314,0.9507963789140531,0.0,0.0,0.0,0,0,0.0
